filepaths,labels,data set,scientific name,order
train/PHILIPPINE EAGLE/115.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/106.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/086.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/090.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/091.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/147.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/096.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/150.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/104.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/102.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/103.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/126.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/098.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/133.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/088.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/101.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/110.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/111.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/112.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/113.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/114.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/128.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/097.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/087.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/107.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/108.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/105.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/129.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/135.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/118.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/119.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/120.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/123.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/099.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/122.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/117.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/130.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/131.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/141.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/137.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/143.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/080.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/125.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/139.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/078.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/121.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/134.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/151.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/154.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/138.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/142.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/145.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/148.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/152.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/144.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/140.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/079.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/127.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/146.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/136.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/124.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/153.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PHILIPPINE EAGLE/149.jpg,PHILIPPINE EAGLE,train,pithecophaga jefferyi,eagles
train/PURPLE FINCH/077.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/035.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/004.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/005.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/001.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/006.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/002.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/013.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/009.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/012.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/036.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/031.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/014.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/015.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/010.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/011.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/127.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/022.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/020.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/037.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/026.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/027.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/028.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/016.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/030.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/128.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/132.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/034.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/018.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/023.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/032.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/024.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/029.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/019.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/033.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/017.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/003.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/054.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/058.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/045.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/021.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/046.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/051.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/008.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/053.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/055.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/044.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/048.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/040.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/050.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/007.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/052.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/056.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/025.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/042.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/130.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/075.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/059.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/068.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/072.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/041.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/073.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/038.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/047.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/039.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/064.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/067.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/061.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/060.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/063.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/066.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/049.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/057.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/074.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/043.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/076.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/118.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/078.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/086.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/105.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/090.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/089.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/088.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/094.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/151.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/087.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/081.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/112.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/092.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/093.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/083.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/095.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/096.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/116.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/085.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/069.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/080.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/098.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/070.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/099.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/101.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/109.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/102.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/113.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/091.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/110.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/104.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/108.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/103.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/065.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/106.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/107.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/100.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/111.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/144.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/097.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/142.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/139.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/136.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/115.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/133.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/117.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/125.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/119.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/126.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/135.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/131.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/120.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/122.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/121.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/140.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/123.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/134.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/124.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/138.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/129.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/071.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/147.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/148.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/114.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/079.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/137.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/143.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/153.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/146.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/152.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/145.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/149.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/141.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/084.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/150.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/062.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/PURPLE FINCH/082.jpg,PURPLE FINCH,train,haemorhous purpureus,sparrows
train/RED BROWED FINCH/014.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/013.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/002.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/040.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/005.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/067.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/012.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/033.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/010.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/062.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/007.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/011.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/023.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/025.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/004.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/068.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/024.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/003.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/018.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/019.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/001.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/021.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/017.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/022.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/026.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/028.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/029.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/008.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/030.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/009.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/032.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/038.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/051.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/020.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/058.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/027.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/016.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/031.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/060.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/049.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/046.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/042.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/039.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/043.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/047.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/061.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/059.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/063.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/057.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/044.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/015.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/037.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/053.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/045.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/035.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/036.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/054.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/050.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/055.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/052.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/048.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/064.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/065.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/066.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/034.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/056.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/041.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/006.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/115.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/076.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/094.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/101.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/071.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/072.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/075.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/074.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/093.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/080.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/082.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
train/RED BROWED FINCH/083.jpg,RED BROWED FINCH,train,neochmia temporalis,sparrows
