Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
1986-04-15,BORINQUEN,Puerto Rico,Non-Fatal,Substantial,,Cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause
1986-04-22,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Consolidated Aeronautics Inc.,LAKE LA-4-200,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
1986-05-06,AGANA,Guam,Fatal(1),Destroyed,,Bell,47G-5A,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
1986-05-23,"SYDNY, AUSTRALIA",Australia,Non-Fatal,Substantial,,Boeing,747SP-21,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,108.0,VMC,,Foreign
1986-06-24,PACIFIC OCEAN,PACIFIC OCEAN,Incident,,,Boeing,747-122,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,436.0,VMC,Cruise,Probable Cause
1986-07-05,VEGA BAJA,,Fatal(1),,,Grumman,G-164B,No,1.0,Reciprocating,Other Work Use,1.0,0.0,0.0,2.0,VMC,Climb,Probable Cause
1986-07-07,PACIFIC OCEAN,PACIFIC OCEAN,Fatal(1),Destroyed,,Bell,206B,No,1.0,Turbo Shaft,Business,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause
1986-07-22,ISLA VERDE,,Fatal(1),Destroyed,,Douglas,DC-3,No,2.0,Reciprocating,Unknown,1.0,1.0,0.0,0.0,VMC,Climb,Probable Cause
1986-08-03,SAN JUAN,Puerto Rico,Non-Fatal,Destroyed,,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
1986-08-05,GULF OF MEXICO,GULF OF MEXICO,Non-Fatal,,,Boeing,727-224,No,3.0,Turbo Jet,Unknown,0.0,1.0,0.0,102.0,IMC,Climb,Probable Cause
1986-08-30,GRAND ISLE,,Non-Fatal,Destroyed,,Bell,206L-1,No,1.0,Turbo Shaft,Positioning,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause
1986-09-19,EUGENE ISLAND,,Non-Fatal,Destroyed,,Bell,206B,No,1.0,Turbo Shaft,Positioning,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause
1986-09-20,ATLANTIC OCEAN,ATLANTIC OCEAN,Incident,,,Bell,206L-3,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause
1986-09-27,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
1986-10-14,CARIBBEAN SEA,CARIBBEAN SEA,Non-Fatal,Destroyed,,Cessna,U206F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
1986-10-28,ST. CROIX,,Fatal(1),Substantial,,Grumman,G-73,No,2.0,Reciprocating,Unknown,1.0,5.0,9.0,0.0,VMC,Climb,Probable Cause
1986-10-29,SAN JUAN,Puerto Rico,Fatal(1),Destroyed,,De Havilland,DHC-3,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause
1986-11-01,MUSTANG ISLAND,,Non-Fatal,Substantial,,Bell,206B,No,1.0,Turbo Shaft,Unknown,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause
1986-11-25,ISABELA,,Fatal(2),Destroyed,,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
1986-11-29,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,De Havilland,DHC-6,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause
1986-12-05,"CAY SAL, Bahamas",Bahamas,Non-Fatal,Destroyed,,Beech,95-B55,No,2.0,Unknown,Personal,0.0,0.0,1.0,0.0,VMC,,Foreign
1986-12-26,"ST. BARTHELEMY, WEST INDIES",West Indies,Non-Fatal,Substantial,,Beech,C-45H,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,,Foreign
1986-12-27,"TREASURE CAY, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Cessna,402 S/N 402B1031,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,9.0,VMC,,Foreign
1987-01-16,NARANJITO,,Fatal(2),Destroyed,,Cessna,150L,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause
1987-02-05,MATAGORDA 665,,Fatal(2),Substantial,,Bell,206L-1,No,1.0,Turbo Shaft,Unknown,2.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause
1987-02-07,"AYASE, JAPAN",Japan,Fatal(2),Substantial,,Cessna,150L,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause
1987-02-14,"DURANGO, Mexico",Mexico,Fatal(1),,Airplane,Boeing,707-323B,No,4.0,Turbo Jet,Unknown,1.0,,3.0,131.0,UNK,,Foreign
1987-02-19,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Cessna,172 M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
1987-02-20,"LA UNION MORALE, Mexico",Mexico,Fatal(3),Destroyed,,Cessna,175,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,,Foreign
1987-02-24,MISSING ACFT,MISSING,Fatal(2),Destroyed,,Piper,PA-44-180T,No,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,UNK,Unknown,Probable Cause
1987-03-10,NO.ATLANTIC OC,,Non-Fatal,Destroyed,,Cessna,TR182,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,UNK,Cruise,Probable Cause
1987-03-10,ST. THOMAS,,Non-Fatal,Substantial,,Piper,PA-32-300,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause
1987-03-13,"CALGARY, CANADA",Canada,Non-Fatal,Substantial,,Boeing,727-247,No,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,71.0,UNK,,Foreign
1987-03-27,PONCH,,Non-Fatal,Substantial,,Cessna,210C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,UNK,Landing,Probable Cause
1987-04-11,AGANA,Guam,Incident,,,De Havilland,DHC-6-300,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,12.0,VMC,Descent,Probable Cause
1987-05-01,"ST. JOHNS, Canada",Canada,Fatal(6),Destroyed,,Cessna,P206 S/N P206-0009,No,1.0,Reciprocating,Business,6.0,0.0,0.0,0.0,VMC,,Foreign
1987-05-06,SAN JUAN,Puerto Rico,Non-Fatal,Destroyed,,Cessna,150M,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause
1987-05-08,MAYAGUEZ,,Fatal(2),Destroyed,,Casa,C-212-CC,No,2.0,Turbo Prop,Unknown,2.0,0.0,4.0,0.0,VMC,Approach,Probable Cause
1987-05-08,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Cessna,337E,No,2.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause
1987-05-13,"CASTILLEJOS, PHILIPPINES",Philippines,Non-Fatal,Substantial,,Cessna,150G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1987-05-23,"MEXICALI, MEXICO",Mexico,Non-Fatal,Substantial,,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,UNK,,Foreign
1987-05-27,"MISSING ACFT, Bahamas",Bahamas,Fatal(1),Destroyed,,Cessna,402C,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,UNK,Unknown,Probable Cause
1987-05-29,"CARACAS, Venezuela",Venezuela,Incident,Minor,,Boeing,747-245F,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,UNK,Unknown,Probable Cause
1987-06-13,CARIBBEAN SEA,CARIBBEAN SEA,Non-Fatal,Substantial,,Cessna,172G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause
1987-07-09,ATLANTIC OCEAN,ATLANTIC OCEAN,Incident,,,Airbus Industrie,A-310-222,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,202.0,VMC,Cruise,Probable Cause
1987-07-09,ATLANTIC OCEAN,ATLANTIC OCEAN,Incident,,,Douglas,DC-10-30,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,202.0,VMC,Cruise,Probable Cause
1987-07-26,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Substantial,,Cessna,172M,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,Probable Cause
1987-08-10,EUGENE ISLAND,,Non-Fatal,Destroyed,,Bell,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause
1987-08-14,"BIMINI, Bahamas",Bahamas,Incident,,,Grumman,G-73-T,No,2.0,Turbo Shaft,Unknown,0.0,0.0,0.0,19.0,VMC,,Foreign
1987-08-16,"FRANKFURT, Germany",Germany,Incident,,,Boeing,B 767 200ER,No,0.0,Unknown,Unknown,,,,,VMC,,Foreign
1987-08-19,SHIP SHOAL 214C,,Non-Fatal,Substantial,,Aerospatiale,AS-355F-1,No,2.0,Turbo Shaft,Executive/corporate,0.0,2.0,0.0,2.0,VMC,Takeoff,Probable Cause
1987-08-23,VEGA BAJA,,Non-Fatal,Substantial,,Grumman American,AA-5,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
1987-09-02,ST THOMAS,,Non-Fatal,Substantial,,Aero Commander,680FL,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,Approach,Probable Cause
1987-09-16,GULF OF MEXICO,GULF OF MEXICO,Non-Fatal,Destroyed,,Bell,206B,No,1.0,Turbo Shaft,Positioning,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause
1987-09-26,NO.ATLANTIC OC,,Non-Fatal,Substantial,,Cessna,411,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
1987-09-28,"BERMUDA, Bermuda",Bermuda,Non-Fatal,Minor,,Lockheed,L-1011,No,3.0,Turbo Fan,Unknown,0.0,1.0,39.0,99.0,VMC,Cruise,Probable Cause
1987-09-28,"FREEPORT, Bahamas",Bahamas,Fatal(1),Minor,,Embraer,EMB 110-P-2,No,2.0,Turbo Prop,Unknown,1.0,0.0,0.0,10.0,VMC,,Foreign
1987-09-30,50 NW SAN JUAN,San Juan Islands,Non-Fatal,Substantial,,Aero Commander,720,No,2.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause
1987-09-30,SAN JUAN,Puerto Rico,Non-Fatal,,,Casa,212-200,No,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,8.0,VMC,Standing,Probable Cause
1987-10-11,GUAM,,Non-Fatal,Destroyed,,Cessna,150L,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,Probable Cause
1987-10-12,ST. THOMAS,,Fatal(1),Substantial,,Piper,PA-23-250,No,2.0,Reciprocating,Personal,1.0,1.0,4.0,0.0,VMC,Climb,Probable Cause
1987-10-15,MAYAGUEZ,,Incident,Minor,,Casa,C-212-200,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,16.0,VMC,Taxi,Probable Cause
1987-10-27,ST CROIX,,Incident,,,Douglas,DC-3,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,68.0,VMC,Approach,Probable Cause
1987-10-27,ST CROIX,,Incident,,,Boeing,727-214,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,68.0,VMC,Approach,Probable Cause
1987-10-30,AGUADILLA,Puerto Rico,Fatal(2),Destroyed,,Cessna,150E,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause
1987-10-31,"WOLLONGONG, AUSTRALIA",Australia,Non-Fatal,Substantial,,Cessna,421C,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,,Foreign
1987-11-07,"TIJUANA, Mexico",Mexico,Incident,Minor,,Mcdonnell Douglas,DC-10-15,No,0.0,Unknown,Unknown,,,,,UNK,,Foreign
1987-11-11,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Minor,,Airbus Industrie,A310,No,2.0,Turbo Fan,Unknown,0.0,3.0,32.0,105.0,VMC,Cruise,Probable Cause
1987-11-15,"MEXICALI, Mexico",Mexico,Fatal(2),Destroyed,,Cessna,441,No,2.0,Turbo Prop,Public Aircraft,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause
1987-11-20,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,North American,500,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
1987-11-26,"PUNTA PESCADERO, MEXICO",Mexico,Non-Fatal,Substantial,,Cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,,Foreign
1987-11-27,"GUAYMAS, Mexico",Mexico,Non-Fatal,Destroyed,,Piper,PA46,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,,Foreign
1987-12-05,"CAT ISLAND, Bahamas",Bahamas,Fatal(1),Destroyed,,Cessna,402B,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,Foreign
1987-12-16,"BOGOTA, COLOMBIA",Colombia,Unavailable,Substantial,,Boeing,747-124F,No,0.0,Unknown,Unknown,,,,,UNK,,Foreign
1987-12-19,GUVATE,,Non-Fatal,Destroyed,,Cessna,172,No,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause
1987-12-21,EUGENE ISLAND,,Fatal(15),Destroyed,,Aerospatiale,SA-330J,No,2.0,Turbo Shaft,Unknown,15.0,0.0,0.0,0.0,IMC,Landing,Probable Cause
1987-12-21,MISSING,MISSING,Fatal(1),Destroyed,,Cessna,152,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Unknown,Probable Cause
1987-12-23,"SAN SALVADOR, EL SALVADOR",El Salvador,Non-Fatal,Substantial,,Mitsubishi,MU-2B-30,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,UNK,,Foreign
1987-12-26,SAN JUAN,Puerto Rico,Non-Fatal,Minor,,Boeing,727-223,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,200.0,VMC,Standing,Probable Cause
1987-12-26,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Boeing,727-200,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,200.0,VMC,Taxi,Probable Cause
1987-12-27,"ST. BARTHELEMY, West Indies",West Indies,Fatal(1),Destroyed,,Cessna,402,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,UNK,,Foreign
1988-01-09,"SNAEFELLSNES, Iceland",Iceland,Fatal(1),Destroyed,,Piper,PA-28-180,No,0.0,Unknown,Unknown,1.0,0.0,0.0,0.0,UNK,,Foreign
1988-01-13,"BOGOTA, COLOMBIA",Colombia,Non-Fatal,Substantial,,Boeing,707-330C,No,4.0,Unknown,,0.0,0.0,0.0,3.0,IMC,,Foreign
1988-01-18,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,7.0,VMC,Approach,Probable Cause
1988-02-03,"CREELEY, MEXICO",Mexico,Non-Fatal,Substantial,,Cessna,182N,No,0.0,Unknown,Unknown,0.0,4.0,0.0,0.0,UNK,,Foreign
1988-02-07,UNKNOWN,,Fatal(2),Destroyed,,Beech,65-88,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Unknown,Probable Cause
1988-02-08,"ROCK SOUND, Bahamas",Bahamas,Non-Fatal,Destroyed,,Piper,PA-23-250,No,0.0,Unknown,Personal,0.0,0.0,1.0,1.0,VMC,,Foreign
1988-02-18,"BIMINI, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Cessna,401B,No,0.0,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,,Foreign
1988-02-26,"SABA ISLAND, Netherlands Antilles",Netherlands Antilles,Non-Fatal,Destroyed,,Piper,PA-32-260,No,0.0,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,,Probable Cause
1988-03-03,ST THOMAS,,Non-Fatal,Substantial,,Hawker Siddeley,HS-748,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,14.0,VMC,Standing,Probable Cause
1988-03-14,DORADO,,Non-Fatal,Substantial,,Piper,PA-22-108,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause
1988-03-24,OFFSHORE OIL,,Non-Fatal,,,Sikorsky,S-76A,No,2.0,Turbo Shaft,Unknown,,1.0,,4.0,VMC,Standing,Probable Cause
1988-03-27,"OXFORD, United Kingdom",United Kingdom,Fatal(1),Destroyed,Airplane,Piper,PA-38,No,0.0,Unknown,Instructional,1.0,,,,UNK,,Foreign
1988-03-31,"ST MAARTEN ISL., BRITISH VIRGIN ISLANDS",British Virgin Islands,Non-Fatal,Substantial,,Beech,D18S,No,0.0,Unknown,Business,0.0,0.0,0.0,2.0,VMC,,Foreign
1988-03-31,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
1988-04-03,"SCHWENNIGEN, GERMANY",Germany,Non-Fatal,Substantial,,Cessna,CE-206,No,0.0,Unknown,Unknown,0.0,0.0,0.0,1.0,UNK,,Foreign
1988-04-04,"FREEPORT, Bahamas",Bahamas,Fatal(5),Destroyed,,Cessna,421A,No,0.0,Unknown,Personal,5.0,0.0,0.0,0.0,VMC,,Foreign
1988-04-14,"MULEGE, Mexico",Mexico,Fatal(1),Destroyed,,Piper,PA28,Yes,0.0,Unknown,Personal,1.0,1.0,0.0,0.0,UNK,,Foreign
1988-04-14,"SCHIPHOL-AMSTER, Netherlands",Netherlands,Incident,Minor,,Boeing,747,No,0.0,Unknown,Unknown,,,,,UNK,,Foreign
1988-04-16,"San Jose, Costa Rica",Costa Rica,Non-Fatal,,Airplane,Boeing,757-225,No,2.0,Unknown,,,1.0,,192.0,UNK,,Foreign
1988-04-17,MISSING,MISSING,Fatal(1),Destroyed,,Piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Unknown,Probable Cause
1988-04-21,"MOZAMBIQUE-SA, Mozambique",Mozambique,Fatal(2),Destroyed,,Mcdonnell Douglas,DC-3,No,0.0,Unknown,Business,2.0,1.0,0.0,0.0,UNK,,Foreign
1988-04-25,"WATSON LAKE, Canada",Canada,Incident,,,Maule,M4,No,0.0,Unknown,Ferry,,,,,UNK,,Foreign
1988-04-28,"ST EUSTATIUS, NETHERLANDS ANTILLES",Netherlands Antilles,Non-Fatal,Substantial,,Cessna,207A,No,0.0,Unknown,Unknown,0.0,1.0,0.0,0.0,VMC,,Foreign
1988-05-02,"NR TOKYO, Japan",Japan,Incident,Minor,Airplane,Boeing,747-123,No,4.0,Turbo Fan,Unknown,,,,258.0,VMC,Cruise,Probable Cause
1988-05-04,"FREEPORT, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause
1988-05-14,"SANTA YNES, MEXICO",Mexico,Non-Fatal,Substantial,,Piper,PA 32RT-300T,No,0.0,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,,Foreign
1988-05-16,"MANGROVE CAY, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Cessna,402C,No,,,,0.0,0.0,0.0,3.0,VMC,,Foreign
1988-05-21,"KINGSTON, Jamaica",Jamaica,Unavailable,Destroyed,,Bell,222UT,No,0.0,Unknown,Positioning,,,,,VMC,,Foreign
1988-05-23,NEAR SAN JUAN,,Incident,,,Boeing,727,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,286.0,VMC,Cruise,Probable Cause
1988-05-23,NEAR SAN JUAN,,Incident,,,Airbus Industrie,A-300,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,286.0,VMC,Cruise,Probable Cause
1988-06-17,CURACAO,,Incident,Minor,,Boeing,747-100,No,0.0,Unknown,Unknown,,,,,VMC,,Foreign
1988-06-17,"TAU, American Samoa",American Samoa,Non-Fatal,Destroyed,,De Havilland,DHC-6-100,No,2.0,Turbo Prop,Unknown,0.0,1.0,15.0,0.0,VMC,Approach,Probable Cause
1988-06-20,CATANO,,Fatal(1),Destroyed,,"Smith, Ted Aerostar",AEROSTAR 600,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause
1988-06-22,"BIMINI, Bahamas",Bahamas,Non-Fatal,Destroyed,,Cessna,180,No,0.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause
1988-06-23,"LA PIEDAD, MEXICO",Mexico,Non-Fatal,Substantial,,Beech,A33 A,No,0.0,Unknown,Business,0.0,0.0,0.0,2.0,VMC,,Foreign
1988-06-27,"NASSAU, Bahamas",Bahamas,Fatal(1),Destroyed,,Cessna,414,No,0.0,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,,Foreign
1988-06-30,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Destroyed,,Piper,PA-32R-300,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause
1988-07-14,GULF OF MEXICO,GULF OF MEXICO,Fatal(1),Destroyed,,Aerospatiale,SA330J,No,2.0,Turbo Shaft,Unknown,1.0,1.0,0.0,14.0,VMC,Takeoff,Probable Cause
1988-07-30,"NASSAU, Bahamas",Bahamas,Non-Fatal,Destroyed,,Piper,PA-23-250,No,0.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1988-08-02,"EL PORVENIR, PANAMA",Panama,Non-Fatal,Substantial,,Piper,PA-31-325,No,0.0,Unknown,Personal,0.0,0.0,2.0,0.0,VMC,,Foreign
1988-08-09,"GR. HARBOR CAY, Bahamas",Bahamas,Fatal(2),Destroyed,,Piper,PA-23-250,No,0.0,Unknown,Ferry,2.0,0.0,0.0,0.0,VMC,,Foreign
1988-08-09,"MARSH HARBOUR, Bahamas",Bahamas,Non-Fatal,Destroyed,,Cessna,421C,No,2.0,Reciprocating,Personal,0.0,2.0,6.0,0.0,VMC,,Foreign
1988-08-13,"EL ALAMO, MEXICO",Mexico,Non-Fatal,Substantial,,Cessna,177RG,No,0.0,Unknown,Personal,0.0,0.0,0.0,2.0,UNK,,Foreign
1988-08-19,"DUNCAN TOWN, Bahamas",Bahamas,Fatal(6),Destroyed,,Partenavia,P-68C,No,2.0,Reciprocating,Unknown,6.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
1988-08-19,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Piper,PA-32-300E,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Climb,Probable Cause
1988-09-01,WEST CAMERON 28,,Non-Fatal,Destroyed,,Bell,206B,No,1.0,Turbo Shaft,Positioning,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause
1988-09-21,"Georgetown, Guyana",Guyana,Incident,,,Boeing,747-100,No,4.0,Turbo Jet,Unknown,0.0,0.0,10.0,221.0,IMC,Cruise,Probable Cause
1988-09-25,"STANIEL CAY, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Piper,PA-23-250,No,0.0,Unknown,Unknown,0.0,0.0,6.0,0.0,VMC,,Foreign
1988-09-29,"ALAJUELA, COSTA RICA",Costa Rica,Non-Fatal,Substantial,,Boeing,757,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,128.0,UNK,,Foreign
1988-10-14,"MISSING, Bahamas",Bahamas,Fatal(1),Destroyed,,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,,Foreign
1988-10-17,ST. THOMAS,,Incident,Minor,,Boeing,727-200,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,131.0,VMC,Landing,Probable Cause
1988-10-24,SAN JUAN,Puerto Rico,Incident,,,Airbus Industrie,A-300-600R,No,2.0,Turbo Fan,Unknown,0.0,0.0,2.0,272.0,VMC,Takeoff,Probable Cause
1988-10-29,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause
1988-11-03,"BRIDGETOWN, Bahamas",Bahamas,Non-Fatal,,,Boeing,B-747-123,No,4.0,Turbo Fan,Unknown,0.0,1.0,0.0,211.0,VMC,Cruise,Probable Cause
1988-11-03,"SVARSTAD, Norway",Norway,Unavailable,Destroyed,,Schweizer,269C,No,0.0,Unknown,Instructional,,,,,VMC,,Foreign
1988-11-04,W. CAMERON 617,,Fatal(4),Destroyed,,Aerospatiale,AS-355F-1,No,2.0,Turbo Shaft,Unknown,4.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause
1988-11-10,ST. THOMAS,,Non-Fatal,Substantial,,Bell,206L,No,1.0,Turbo Shaft,Other Work Use,0.0,0.0,2.0,2.0,VMC,Maneuvering,Probable Cause
1988-11-11,LAJAS,,Non-Fatal,Substantial,,Piper,PA-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause
1988-11-14,"PANAMA CITY, Panama",Panama,Non-Fatal,,Airplane,Airbus Industrie,A-300B4-203,No,0.0,Unknown,Unknown,,1.0,4.0,222.0,VMC,,Foreign
1988-11-17,GULF OF MEXICO,GULF OF MEXICO,Non-Fatal,Substantial,,Bell,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,3.0,0.0,0.0,VMC,Approach,Probable Cause
1988-11-18,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Cessna,150J,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
1988-11-27,SAN JUAN,Puerto Rico,Incident,Minor,,Airbus Industrie,A-300-600,No,2.0,Turbo Fan,Unknown,0.0,0.0,14.0,262.0,VMC,Takeoff,Probable Cause
1988-11-28,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,,Piper,PA-28-180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
1988-12-05,SOUTH MARSH 113,,Non-Fatal,Substantial,,Mbb,BO-105,No,2.0,Turbo Shaft,Unknown,0.0,0.0,1.0,3.0,VMC,Climb,Probable Cause
1988-12-09,MISSING,MISSING,Fatal(1),Destroyed,,Mitsubishi,MU-2J,No,2.0,Turbo Prop,Ferry,1.0,0.0,0.0,0.0,UNK,Unknown,Probable Cause
1988-12-16,"CUATRO CIENEGAS, Mexico",Mexico,Fatal(2),Destroyed,,Learjet,24B,Yes,0.0,Unknown,Personal,2.0,0.0,0.0,0.0,UNK,,Foreign
